sample_id,filepath,clean_caption,misleading_caption,original_word,misleading_word,model,raw_output,answer_part,category
495448,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000495448.jpg,a wedding cake,a wedding pie,cake,pie,BLIP-2,"No, it's a wedding cake","No, it's a wedding cake",Correct Rejection
495448,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000495448.jpg,a wedding cake,a wedding pie,cake,pie,LLaVA,"Yes, this is a wedding pie, which is a large, multi-tiered cake designed for wedding celebrations. The cake is adorned with flowers, adding a touch of elegance and sophistication to","Yes, this is a wedding pie, which is a large, multi-tiered cake designed for wedding celebrations. The cake is adorned with flowers, adding a touch of elegance and sophistication to",Agreement with Falsehood
237517,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000237517.jpg,a table with food on it,a table with food under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
237517,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000237517.jpg,a table with food on it,a table with food under it,on,under,LLaVA,"Yes, this is a table with food under it. The table is set with plates of food, and there are also bowls of food on the table.","Yes, this is a table with food under it. The table is set with plates of food, and there are also bowls of food on the table.",Agreement with Falsehood
416451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416451.jpg,a man playing a video game,a woman playing a video game,man,woman,BLIP-2,"No, it's a man","No, it's a man",Correct Rejection
416451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416451.jpg,a man playing a video game,a woman playing a video game,man,woman,LLaVA,"No, this is a man playing a video game.","No, this is a man playing a video game.",Correct Rejection
280891,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280891.jpg,a woman and a boy sitting next to a table with fruit,a woman and a girl sitting next to a table with fruit,boy,girl,BLIP-2,Yes,Yes,Confusion/Irrelevance
280891,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280891.jpg,a woman and a boy sitting next to a table with fruit,a woman and a girl sitting next to a table with fruit,boy,girl,LLaVA,"Yes, the image shows a woman and a girl sitting next to a table with fruit. The woman is standing behind the girl, who is sitting in front of the table.","Yes, the image shows a woman and a girl sitting next to a table with fruit. The woman is standing behind the girl, who is sitting in front of the table.",Agreement with Falsehood
315219,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000315219.jpg,a phone with a red circle around it,a phone with a blue circle around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
315219,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000315219.jpg,a phone with a red circle around it,a phone with a blue circle around it,red,blue,LLaVA,"No, this is not a phone with a blue circle around it. Instead, it is a hairdryer with a white handle and a red circle around it.","No, this is not a phone with a blue circle around it. Instead, it is a hairdryer with a white handle and a red circle around it.",Correct Rejection
33854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000033854.jpg,a car parked on a street,a truck parked on a street,car,truck,BLIP-2,Yes,Yes,Confusion/Irrelevance
33854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000033854.jpg,a car parked on a street,a truck parked on a street,car,truck,LLaVA,"Yes, the image shows a truck parked on a street.","Yes, the image shows a truck parked on a street.",Agreement with Falsehood
412894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000412894.jpg,a city street with a red line drawn around it,a city street with a blue line drawn around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
412894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000412894.jpg,a city street with a red line drawn around it,a city street with a blue line drawn around it,red,blue,LLaVA,"Yes, the image shows a city street with a blue line drawn around it, indicating a specific area for the photo.","Yes, the image shows a city street with a blue line drawn around it, indicating a specific area for the photo.",Agreement with Falsehood
154705,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154705.jpg,a computer desk with a laptop and printer,a computer desk with a tablet and printer,laptop,tablet,BLIP-2,Yes,Yes,Confusion/Irrelevance
154705,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154705.jpg,a computer desk with a laptop and printer,a computer desk with a tablet and printer,laptop,tablet,LLaVA,"Yes, this is a computer desk with a tablet and printer. The desk is equipped with a computer, a tablet, and a printer, making it a functional workspace for various tasks.","Yes, this is a computer desk with a tablet and printer. The desk is equipped with a computer, a tablet, and a printer, making it a functional workspace for various tasks.",Agreement with Falsehood
102331,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102331.jpg,a person riding a dirt bike,a animal riding a dirt bike,person,animal,BLIP-2,Yes,Yes,Confusion/Irrelevance
102331,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102331.jpg,a person riding a dirt bike,a animal riding a dirt bike,person,animal,LLaVA,"No, this is not an animal riding a dirt bike. It is a person riding a dirt bike.","No, this is not an animal riding a dirt bike. It is a person riding a dirt bike.",Correct Rejection
425226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000425226.jpg,a man bending over to look inside a refrigerator,a man bending over to look inside a freezer,refrigerator,freezer,BLIP-2,Yes,Yes,Confusion/Irrelevance
425226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000425226.jpg,a man bending over to look inside a refrigerator,a man bending over to look inside a freezer,refrigerator,freezer,LLaVA,"Yes, this is a man bending over to look inside a freezer.","Yes, this is a man bending over to look inside a freezer.",Agreement with Falsehood
99242,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099242.jpg,a man on skis,a woman on skis,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
99242,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099242.jpg,a man on skis,a woman on skis,man,woman,LLaVA,"No, this is not a woman on skis. It is a man wearing a hat and glasses, skiing down a snowy slope.","No, this is not a woman on skis. It is a man wearing a hat and glasses, skiing down a snowy slope.",Correct Rejection
321333,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000321333.jpg,two children with a teddy bear,two children with a teddy deer,bear,deer,BLIP-2,yes,yes,Confusion/Irrelevance
321333,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000321333.jpg,two children with a teddy bear,two children with a teddy deer,bear,deer,LLaVA,"Yes, this is a black and white photo of two children, one holding a teddy bear. The image is divided into four sections, with each section showing a different perspective of the children and the teddy bear. The photo captures the children","Yes, this is a black and white photo of two children, one holding a teddy bear. The image is divided into four sections, with each section showing a different perspective of the children and the teddy bear. The photo captures the children",Correct Rejection
575081,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000575081.jpg,a young boy playing a video game,a young girl playing a video game,boy,girl,BLIP-2,"No, it's a young boy playing a video game","No, it's a young boy playing a video game",Correct Rejection
575081,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000575081.jpg,a young boy playing a video game,a young girl playing a video game,boy,girl,LLaVA,"No, this is a young boy playing a video game.","No, this is a young boy playing a video game.",Correct Rejection
276055,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276055.jpg,a woman holding a glass of water,a woman holding a ceramic of water,glass,ceramic,BLIP-2,Yes,Yes,Confusion/Irrelevance
276055,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276055.jpg,a woman holding a glass of water,a woman holding a ceramic of water,glass,ceramic,LLaVA,"Yes, the image shows a woman holding a ceramic of water.","Yes, the image shows a woman holding a ceramic of water.",Agreement with Falsehood
50828,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050828.jpg,a bed with a table and a chair,a bed with a table and a paper,chair,paper,BLIP-2,Yes,Yes,Confusion/Irrelevance
50828,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050828.jpg,a bed with a table and a chair,a bed with a table and a paper,chair,paper,LLaVA,"Yes, the image shows a bed with a table and a paper on it. The bed is a twin bed, and the table is placed next to it. The paper is also located on the table, which is situated next to the bed.","Yes, the image shows a bed with a table and a paper on it. The bed is a twin bed, and the table is placed next to it. The paper is also located on the table, which is situated next to the bed.",Agreement with Falsehood
485844,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000485844.jpg,a woman in a kitchen,a man in a kitchen,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
485844,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000485844.jpg,a woman in a kitchen,a man in a kitchen,woman,man,LLaVA,"No, this is not a man in a kitchen. The image features a woman in a kitchen, preparing food.","No, this is not a man in a kitchen. The image features a woman in a kitchen, preparing food.",Correct Rejection
159684,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159684.jpg,a train on the tracks,a train under the tracks,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
159684,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159684.jpg,a train on the tracks,a train under the tracks,on,under,LLaVA,"Yes, this is a train traveling under the tracks.","Yes, this is a train traveling under the tracks.",Agreement with Falsehood
14038,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000014038.jpg,"a room with a refrigerator, a microwave, a table, and a chair","a room with a refrigerator, a toaster oven, a table, and a chair",microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
14038,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000014038.jpg,"a room with a refrigerator, a microwave, a table, and a chair","a room with a refrigerator, a toaster oven, a table, and a chair",microwave,toaster oven,LLaVA,"Yes, this is a room with a refrigerator, a toaster oven, a table, and a chair.","Yes, this is a room with a refrigerator, a toaster oven, a table, and a chair.",Agreement with Falsehood
411754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000411754.jpg,a man with glasses and a red shirt,a woman with glasses and a red shirt,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
411754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000411754.jpg,a man with glasses and a red shirt,a woman with glasses and a red shirt,man,woman,LLaVA,"No, this is not a woman with glasses and a red shirt. The image shows a man wearing glasses and a red shirt.","No, this is not a woman with glasses and a red shirt. The image shows a man wearing glasses and a red shirt.",Correct Rejection
500565,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500565.jpg,a woman holding a baby with a red box around it,a woman holding a baby with a blue box around it,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
500565,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500565.jpg,a woman holding a baby with a red box around it,a woman holding a baby with a blue box around it,red,blue,LLaVA,"Yes, the image shows a woman holding a baby with a blue box around it. The baby is smiling, and the woman is also smiling.","Yes, the image shows a woman holding a baby with a blue box around it. The baby is smiling, and the woman is also smiling.",Agreement with Falsehood
487583,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000487583.jpg,a bathroom with a coffee cup on a table next to a toilet,a bathroom with a coffee cup on a table next to a urinal,toilet,urinal,BLIP-2,Yes,Yes,Confusion/Irrelevance
487583,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000487583.jpg,a bathroom with a coffee cup on a table next to a toilet,a bathroom with a coffee cup on a table next to a urinal,toilet,urinal,LLaVA,"Yes, this is a bathroom with a coffee cup on a table next to a urinal. The image shows a toilet and a coffee cup placed on a table, which is an unusual and unconventional setup.","Yes, this is a bathroom with a coffee cup on a table next to a urinal. The image shows a toilet and a coffee cup placed on a table, which is an unusual and unconventional setup.",Agreement with Falsehood
334555,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334555.jpg,a cow standing in a street,a horse standing in a street,cow,horse,BLIP-2,Yes,Yes,Confusion/Irrelevance
334555,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334555.jpg,a cow standing in a street,a horse standing in a street,cow,horse,LLaVA,"No, this is not a horse standing in a street. It is a cow standing in a street.","No, this is not a horse standing in a street. It is a cow standing in a street.",Correct Rejection
448263,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448263.jpg,a baseball player and a child,a baseball player and a adult,child,adult,BLIP-2,Yes,Yes,Confusion/Irrelevance
448263,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448263.jpg,a baseball player and a child,a baseball player and a adult,child,adult,LLaVA,"Yes, the image shows a baseball player, likely a professional, kneeling down to talk to a young boy. The scene suggests a mentorship or a conversation between the two individuals.","Yes, the image shows a baseball player, likely a professional, kneeling down to talk to a young boy. The scene suggests a mentorship or a conversation between the two individuals.",Implicit Rejection
280325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280325.jpg,a parking meter with graffiti on it,a parking meter with graffiti under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
280325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280325.jpg,a parking meter with graffiti on it,a parking meter with graffiti under it,on,under,LLaVA,"Yes, the image shows a parking meter with graffiti under it. The parking meter is located on a wall, and the graffiti is painted on the wall above the meter.","Yes, the image shows a parking meter with graffiti under it. The parking meter is located on a wall, and the graffiti is painted on the wall above the meter.",Agreement with Falsehood
502168,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000502168.jpg,a ship with red circles around it,a ship with blue circles around it,red,blue,BLIP-2,"Yes, it is","Yes, it is",Confusion/Irrelevance
502168,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000502168.jpg,a ship with red circles around it,a ship with blue circles around it,red,blue,LLaVA,"Yes, the image shows a ship with blue circles around it, which are likely to be indicators of the ship's location or movement.","Yes, the image shows a ship with blue circles around it, which are likely to be indicators of the ship's location or movement.",Agreement with Falsehood
338532,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338532.jpg,a giraffe standing in a field with a red box around it,a giraffe sitting in a field with a red box around it,standing,sitting,BLIP-2,Yes,Yes,Confusion/Irrelevance
338532,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338532.jpg,a giraffe standing in a field with a red box around it,a giraffe sitting in a field with a red box around it,standing,sitting,LLaVA,"No, this is not a giraffe sitting in a field with a red box around it. The image shows a giraffe standing in a field, with a red box around it. The giraffe is standing in a dirt field","No, this is not a giraffe sitting in a field with a red box around it. The image shows a giraffe standing in a field, with a red box around it. The giraffe is standing in a dirt field",Correct Rejection
134112,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134112.jpg,a dog sitting on a bed with a laptop,a cat sitting on a bed with a laptop,dog,cat,BLIP-2,Yes,Yes,Confusion/Irrelevance
134112,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134112.jpg,a dog sitting on a bed with a laptop,a cat sitting on a bed with a laptop,dog,cat,LLaVA,"No, this is not a cat sitting on a bed with a laptop. It is a dog sitting on a bed with a laptop.","No, this is not a cat sitting on a bed with a laptop. It is a dog sitting on a bed with a laptop.",Correct Rejection
308753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000308753.jpg,a bear in a zoo,a deer in a zoo,bear,deer,BLIP-2,"No, it's a bear in a zoo","No, it's a bear in a zoo",Correct Rejection
308753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000308753.jpg,a bear in a zoo,a deer in a zoo,bear,deer,LLaVA,"No, this is not a deer in a zoo. The image shows a black bear resting on a rocky cliff. The bear is not in a zoo enclosure, but rather in its natural habitat, possibly a mountainous region.","No, this is not a deer in a zoo. The image shows a black bear resting on a rocky cliff. The bear is not in a zoo enclosure, but rather in its natural habitat, possibly a mountainous region.",Correct Rejection
286503,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286503.jpg,an elephant in a zoo,an rhino in a zoo,elephant,rhino,BLIP-2,"No, this is an elephant in a zoo","No, this is an elephant in a zoo",Correct Rejection
286503,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286503.jpg,an elephant in a zoo,an rhino in a zoo,elephant,rhino,LLaVA,"Yes, this is an image of a rhino in a zoo. The rhino is standing next to a building, and there is a hanging basket nearby.","Yes, this is an image of a rhino in a zoo. The rhino is standing next to a building, and there is a hanging basket nearby.",Agreement with Falsehood
16598,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016598.jpg,a woman with blue hair and purple hair,a man with blue hair and purple hair,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
16598,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016598.jpg,a woman with blue hair and purple hair,a man with blue hair and purple hair,woman,man,LLaVA,"No, this is a woman with blue hair and purple hair.","No, this is a woman with blue hair and purple hair.",Correct Rejection
250282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000250282.jpg,a group of children with red circles around them,a group of children with blue circles around them,red,blue,BLIP-2,Yes,Yes,Confusion/Irrelevance
250282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000250282.jpg,a group of children with red circles around them,a group of children with blue circles around them,red,blue,LLaVA,"Yes, this is a group of children with blue circles around them, which are likely to be part of a school photo or a similar event.","Yes, this is a group of children with blue circles around them, which are likely to be part of a school photo or a similar event.",Agreement with Falsehood
368212,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000368212.jpg,a baby sitting on a toilet with a toothbrush in his mouth,a baby sitting on a urinal with a toothbrush in his mouth,toilet,urinal,BLIP-2,Yes,Yes,Confusion/Irrelevance
368212,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000368212.jpg,a baby sitting on a toilet with a toothbrush in his mouth,a baby sitting on a urinal with a toothbrush in his mouth,toilet,urinal,LLaVA,"No, this is not a baby sitting on a urinal with a toothbrush in his mouth. The image shows a baby sitting on a toilet, holding a toothbrush in his mouth.","No, this is not a baby sitting on a urinal with a toothbrush in his mouth. The image shows a baby sitting on a toilet, holding a toothbrush in his mouth.",Correct Rejection
445658,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000445658.jpg,"a kitchen with a stove, refrigerator, and microwave","a kitchen with a stove, refrigerator, and toaster oven",microwave,toaster oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
445658,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000445658.jpg,"a kitchen with a stove, refrigerator, and microwave","a kitchen with a stove, refrigerator, and toaster oven",microwave,toaster oven,LLaVA,"Yes, this is a kitchen with a stove, refrigerator, and toaster oven. The kitchen also features wooden cabinets and a dining table.","Yes, this is a kitchen with a stove, refrigerator, and toaster oven. The kitchen also features wooden cabinets and a dining table.",Agreement with Falsehood
56350,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000056350.jpg,a bathroom with a group of people on it,a bathroom with a group of people under it,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
56350,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000056350.jpg,a bathroom with a group of people on it,a bathroom with a group of people under it,on,under,LLaVA,"Yes, the image shows a bathroom with a group of people under it. The people are depicted in a mosaic pattern, which adds an artistic touch to the bathroom.","Yes, the image shows a bathroom with a group of people under it. The people are depicted in a mosaic pattern, which adds an artistic touch to the bathroom.",Agreement with Falsehood
341469,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000341469.jpg,a man standing next to a rack of luggage,a woman standing next to a rack of luggage,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
341469,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000341469.jpg,a man standing next to a rack of luggage,a woman standing next to a rack of luggage,man,woman,LLaVA,"No, this is a man standing next to a rack of luggage.","No, this is a man standing next to a rack of luggage.",Correct Rejection
289222,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289222.jpg,a traffic light with a person standing next to it,a traffic light with a animal standing next to it,person,animal,BLIP-2,Yes,Yes,Confusion/Irrelevance
289222,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289222.jpg,a traffic light with a person standing next to it,a traffic light with a animal standing next to it,person,animal,LLaVA,"Yes, the traffic light in the image has a picture of a horse standing next to it. This unique design adds a touch of creativity and humor to the otherwise ordinary traffic light.","Yes, the traffic light in the image has a picture of a horse standing next to it. This unique design adds a touch of creativity and humor to the otherwise ordinary traffic light.",Implicit Rejection
238866,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238866.jpg,donuts on a tray,donuts under a tray,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
238866,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238866.jpg,donuts on a tray,donuts under a tray,on,under,LLaVA,"Yes, the image shows a tray full of donuts, with some of them being glazed.","Yes, the image shows a tray full of donuts, with some of them being glazed.",Implicit Rejection
375078,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000375078.jpg,a vase with a bird in it,a vase with a fish in it,bird,fish,BLIP-2,Yes,Yes,Confusion/Irrelevance
375078,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000375078.jpg,a vase with a bird in it,a vase with a fish in it,bird,fish,LLaVA,"No, this is not a vase with a fish in it. It is a vase with a black and white design, and there is a fish-like shape in the middle of the vase.","No, this is not a vase with a fish in it. It is a vase with a black and white design, and there is a fish-like shape in the middle of the vase.",Correct Rejection
292997,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292997.jpg,a car that is in the snow,a truck that is in the snow,car,truck,BLIP-2,Yes,Yes,Confusion/Irrelevance
292997,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292997.jpg,a car that is in the snow,a truck that is in the snow,car,truck,LLaVA,"Yes, there is a truck in the snow, and it is surrounded by other vehicles.","Yes, there is a truck in the snow, and it is surrounded by other vehicles.",Agreement with Falsehood
472375,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472375.jpg,a dog wearing a helmet,a cat wearing a helmet,dog,cat,BLIP-2,No,No,Confusion/Irrelevance
472375,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472375.jpg,a dog wearing a helmet,a cat wearing a helmet,dog,cat,LLaVA,"No, this is not a cat wearing a helmet. It is a dog wearing a helmet.","No, this is not a cat wearing a helmet. It is a dog wearing a helmet.",Correct Rejection
159977,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159977.jpg,a giraffe and zebra in a field,a giraffe and giraffe in a field,zebra,giraffe,BLIP-2,Yes,Yes,Confusion/Irrelevance
159977,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159977.jpg,a giraffe and zebra in a field,a giraffe and giraffe in a field,zebra,giraffe,LLaVA,"Yes, this is a giraffe and a zebra standing in a field.","Yes, this is a giraffe and a zebra standing in a field.",Agreement with Falsehood
416885,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416885.jpg,a table with a glass of wine and a plate of food,a table with a glass of wine and a bowl of food,plate,bowl,BLIP-2,Yes,Yes,Confusion/Irrelevance
416885,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416885.jpg,a table with a glass of wine and a plate of food,a table with a glass of wine and a bowl of food,plate,bowl,LLaVA,"Yes, the image shows a table with a glass of wine and a bowl of food. The table also has a wine glass, a plate of food, and a wine bottle.","Yes, the image shows a table with a glass of wine and a bowl of food. The table also has a wine glass, a plate of food, and a wine bottle.",Agreement with Falsehood
309655,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000309655.jpg,a person on skis,a person on snowshoes,skis,snowshoes,BLIP-2,Yes,Yes,Confusion/Irrelevance
309655,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000309655.jpg,a person on skis,a person on snowshoes,skis,snowshoes,LLaVA,"No, this is not a person on snowshoes. The image shows a person wearing a white helmet and goggles, standing on a snow-covered slope.","No, this is not a person on snowshoes. The image shows a person wearing a white helmet and goggles, standing on a snow-covered slope.",Correct Rejection
206135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000206135.jpg,cows standing in front of a church,cows standing in back of a church,front,back,BLIP-2,Yes,Yes,Confusion/Irrelevance
206135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000206135.jpg,cows standing in front of a church,cows standing in back of a church,front,back,LLaVA,"Yes, the cows are standing in the back of a church.","Yes, the cows are standing in the back of a church.",Agreement with Falsehood
165257,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000165257.jpg,a kitchen with a sink and a box,a kitchen with a basin and a box,sink,basin,BLIP-2,Yes,Yes,Confusion/Irrelevance
165257,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000165257.jpg,a kitchen with a sink and a box,a kitchen with a basin and a box,sink,basin,LLaVA,"Yes, the image shows a kitchen with a basin and a box on the counter. The kitchen also features a sink and a dishwasher.","Yes, the image shows a kitchen with a basin and a box on the counter. The kitchen also features a sink and a dishwasher.",Agreement with Falsehood
193429,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000193429.jpg,a man sitting on a snowboard,a woman sitting on a snowboard,man,woman,BLIP-2,Yes,Yes,Confusion/Irrelevance
193429,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000193429.jpg,a man sitting on a snowboard,a woman sitting on a snowboard,man,woman,LLaVA,"No, this is not a woman sitting on a snowboard. It is a man sitting on a snowboard in the snow.","No, this is not a woman sitting on a snowboard. It is a man sitting on a snowboard in the snow.",Correct Rejection
271116,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000271116.jpg,two men sitting at a table,two men lying at a table,sitting,lying,BLIP-2,Yes,Yes,Confusion/Irrelevance
271116,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000271116.jpg,two men sitting at a table,two men lying at a table,sitting,lying,LLaVA,"No, this is not two men lying at a table. It is a visual representation of two men sitting at a table, with a graphic or diagram showing their positions and interactions.","No, this is not two men lying at a table. It is a visual representation of two men sitting at a table, with a graphic or diagram showing their positions and interactions.",Correct Rejection
319696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319696.jpg,a red microwave sitting on a counter,a red microwave sitting under a counter,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
319696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319696.jpg,a red microwave sitting on a counter,a red microwave sitting under a counter,on,under,LLaVA,"Yes, the image shows a red microwave sitting under a counter.","Yes, the image shows a red microwave sitting under a counter.",Agreement with Falsehood
179653,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000179653.jpg,a clock on a pole in a residential area,a clock under a pole in a residential area,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
179653,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000179653.jpg,a clock on a pole in a residential area,a clock under a pole in a residential area,on,under,LLaVA,"Yes, this is a clock under a pole in a residential area. The clock is located in a yard, and it is surrounded by trees, giving it a natural and serene atmosphere.","Yes, this is a clock under a pole in a residential area. The clock is located in a yard, and it is surrounded by trees, giving it a natural and serene atmosphere.",Agreement with Falsehood
1268,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000001268.jpg,a woman taking a picture of a bridge,a man taking a picture of a bridge,woman,man,BLIP-2,Yes,Yes,Confusion/Irrelevance
1268,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000001268.jpg,a woman taking a picture of a bridge,a man taking a picture of a bridge,woman,man,LLaVA,"Yes, the image shows a man taking a picture of a bridge.","Yes, the image shows a man taking a picture of a bridge.",Agreement with Falsehood
476704,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000476704.jpg,a bus on a city street,a bus under a city street,on,under,BLIP-2,Yes,Yes,Confusion/Irrelevance
476704,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000476704.jpg,a bus on a city street,a bus under a city street,on,under,LLaVA,"Yes, this is a bus under a city street.","Yes, this is a bus under a city street.",Agreement with Falsehood
522007,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000522007.jpg,"a kitchen with a microwave, stove, and cabinets","a kitchen with a microwave, oven, and cabinets",stove,oven,BLIP-2,Yes,Yes,Confusion/Irrelevance
