sample_id,filepath,clean_caption,perturbation_type,model,raw_output,category
495448,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000495448.jpg,a wedding cake,VCD Diffusion Noise,LLaVA,"The image is a close-up of a beautifully decorated cake, likely a wedding cake. The cake is placed on a dining table, and it appears to be the main focus of the scene. The cake is",Ignored Perturbation
129945,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000129945.jpg,a baseball player swinging a bat,VCD Diffusion Noise,BLIP-2,A baseball player swinging a bat at a ball,Ignored Perturbation
129945,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000129945.jpg,a baseball player swinging a bat,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a baseball field. There are two people playing baseball, with one person standing closer to the left side of the field and the other person standing more towards the right side. 

In the",Other/Irrelevant Description
237517,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000237517.jpg,a table with food on it,VCD Diffusion Noise,BLIP-2,A table with food and a chair,Ignored Perturbation
237517,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000237517.jpg,a table with food on it,VCD Diffusion Noise,LLaVA,"The image features a wooden dining table with various food items and utensils on it. There are two bowls on the table, one placed closer to the left side and the other towards the right side. A knife is also present on",Other/Irrelevant Description
416451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416451.jpg,a man playing a video game,VCD Diffusion Noise,BLIP-2,A man is playing a video game,Ignored Perturbation
416451,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416451.jpg,a man playing a video game,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a man and a woman sitting in a room. The man is holding a Wii remote, while the woman is sitting next to him. The room appears to be a living space, with a",Other/Irrelevant Description
280891,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280891.jpg,a woman and a boy sitting next to a table with fruit,VCD Diffusion Noise,BLIP-2,a woman is looking at a pile of apples,Other/Irrelevant Description
280891,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280891.jpg,a woman and a boy sitting next to a table with fruit,VCD Diffusion Noise,LLaVA,"The image is a colorful, abstract painting featuring a person and a variety of fruits. The person is positioned in the center of the painting, surrounded by a vibrant assortment of apples, oranges, and bananas",Other/Irrelevant Description
315219,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000315219.jpg,a phone with a red circle around it,VCD Diffusion Noise,BLIP-2,A man is standing in front of a window,Other/Irrelevant Description
315219,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000315219.jpg,a phone with a red circle around it,VCD Diffusion Noise,LLaVA,"The image features a doorway with a door on the left side and a window on the right side. The door is open, revealing a room beyond. The room appears to be a bathroom, as there is a toilet visible in",Other/Irrelevant Description
33854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000033854.jpg,a car parked on a street,VCD Diffusion Noise,BLIP-2,This is a photo of a car parked in front of a building,Other/Irrelevant Description
33854,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000033854.jpg,a car parked on a street,VCD Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a street scene. There are several people in the scene, with some standing closer to the foreground and others further back. A car is parked on the side of the street, and",Acknowledged Perturbation
412894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000412894.jpg,a city street with a red line drawn around it,VCD Diffusion Noise,BLIP-2,A street scene,Other/Irrelevant Description
412894,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000412894.jpg,a city street with a red line drawn around it,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a city street. The street is lined with buildings, and there is a traffic light visible in the scene. The photo appears to be a mix of a painting and a photograph, giving",Acknowledged Perturbation
154705,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154705.jpg,a computer desk with a laptop and printer,VCD Diffusion Noise,BLIP-2,A computer desk with a computer and a monitor,Other/Irrelevant Description
154705,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000154705.jpg,a computer desk with a laptop and printer,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a room with a desk. On the desk, there are two computer monitors, one on the left side and the other on the right side. A keyboard is also present on",Acknowledged Perturbation
102331,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102331.jpg,a person riding a dirt bike,VCD Diffusion Noise,BLIP-2,A person riding a dirt bike,Ignored Perturbation
102331,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000102331.jpg,a person riding a dirt bike,VCD Diffusion Noise,LLaVA,"The image features a person sitting on a dirt bike, which is prominently displayed in the scene. The person appears to be wearing a helmet, ensuring their safety while riding the motorcycle. The dirt bike",Ignored Perturbation
425226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000425226.jpg,a man bending over to look inside a refrigerator,VCD Diffusion Noise,BLIP-2,A man is looking at a refrigerator,Other/Irrelevant Description
425226,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000425226.jpg,a man bending over to look inside a refrigerator,VCD Diffusion Noise,LLaVA,"The image features a man standing in a room, possibly a kitchen or a living area. He is wearing a red shirt and appears to be looking at a picture on the wall. The man is positioned near the center of the room,",Other/Irrelevant Description
54593,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000054593.jpg,a baseball player,VCD Diffusion Noise,BLIP-2,A baseball game,Other/Irrelevant Description
54593,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000054593.jpg,a baseball player,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a baseball game. There are several people in the scene, including a batter and a catcher. The batter is holding a baseball bat, ready to swing at the incoming pitch. The catch",Acknowledged Perturbation
99242,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099242.jpg,a man on skis,VCD Diffusion Noise,BLIP-2,This image is a person on a snowboard,Other/Irrelevant Description
99242,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000099242.jpg,a man on skis,VCD Diffusion Noise,LLaVA,"The image features a person skiing down a snow-covered slope. The skier is wearing a black jacket and is positioned in the center of the scene. The skier is also holding a ski pole, which is visible in",Other/Irrelevant Description
321333,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000321333.jpg,two children with a teddy bear,VCD Diffusion Noise,BLIP-2,"The image is of two children, one is holding a stuffed animal and the other is holding a book",Other/Irrelevant Description
321333,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000321333.jpg,two children with a teddy bear,VCD Diffusion Noise,LLaVA,"The image is a collage of two young children, each occupying a separate square. The children are positioned in the center of the image, with one child on the left side and the other on the right side. The collage is made",Other/Irrelevant Description
575081,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000575081.jpg,a young boy playing a video game,VCD Diffusion Noise,BLIP-2,A man is standing in front of a television,Other/Irrelevant Description
575081,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000575081.jpg,a young boy playing a video game,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a person standing in a room. The person appears to be looking at a television, which is located on the right side of the room. The room also features a sink, which is situated in",Other/Irrelevant Description
276055,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276055.jpg,a woman holding a glass of water,VCD Diffusion Noise,BLIP-2,A woman is holding a bottle of water,Ignored Perturbation
276055,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000276055.jpg,a woman holding a glass of water,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a woman. She is wearing a black shirt and appears to be waving at the camera. The woman is the main focus of the image, and her shirt is the most prominent",Other/Irrelevant Description
364126,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000364126.jpg,a surfer riding a wave,VCD Diffusion Noise,BLIP-2,A man is riding a wave on a surfboard,Other/Irrelevant Description
364126,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000364126.jpg,a surfer riding a wave,VCD Diffusion Noise,LLaVA,"The image is a blurry picture of a person playing baseball. The person is holding a baseball bat and appears to be in the middle of a swing. The scene is set in a grassy area, possibly a field or a park. The",Acknowledged Perturbation
50828,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050828.jpg,a bed with a table and a chair,VCD Diffusion Noise,BLIP-2,"The image is a bedroom with a bed, a chair, and a window",Other/Irrelevant Description
50828,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000050828.jpg,a bed with a table and a chair,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's face, with a focus on the eyes. The face is surrounded by a blurry background, which adds a sense of depth to the photo. The person's eyes are the main",Acknowledged Perturbation
485844,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000485844.jpg,a woman in a kitchen,VCD Diffusion Noise,BLIP-2,a woman in a kitchen,Ignored Perturbation
485844,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000485844.jpg,a woman in a kitchen,VCD Diffusion Noise,LLaVA,"The image is a collage of various photos, possibly from a magazine or a collection of images. The collage is made up of multiple squares, each containing a different photo. The photos are arranged in a visually appealing manner, creating a",Other/Irrelevant Description
159684,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159684.jpg,a train on the tracks,VCD Diffusion Noise,BLIP-2,"The train is on the platform, the platform is in the middle of the station, the train is on the platform, the train is on the platform, the train is on the platform, the train is on the platform, the train is on the",Other/Irrelevant Description
159684,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159684.jpg,a train on the tracks,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a train. The train is the main focus of the picture, and it appears to be a large, long train. The photo is a mix of colors, giving it a vibrant and",Other/Irrelevant Description
14038,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000014038.jpg,"a room with a refrigerator, a microwave, a table, and a chair",VCD Diffusion Noise,BLIP-2,"A kitchen with a refrigerator, a microwave, a stove, and a table",Other/Irrelevant Description
14038,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000014038.jpg,"a room with a refrigerator, a microwave, a table, and a chair",VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a room with a chair and a dining table. The room appears to be a kitchen or dining area, as there is a dining table and a chair in the scene. The room",Other/Irrelevant Description
411754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000411754.jpg,a man with glasses and a red shirt,VCD Diffusion Noise,BLIP-2,A man is looking at a cell phone,Other/Irrelevant Description
411754,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000411754.jpg,a man with glasses and a red shirt,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man wearing a red shirt. The man appears to be looking at the camera, and his shirt is open, revealing a red undershirt. The man's face",Other/Irrelevant Description
500565,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500565.jpg,a woman holding a baby with a red box around it,VCD Diffusion Noise,BLIP-2,a woman holding a child in her arms,Other/Irrelevant Description
500565,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000500565.jpg,a woman holding a baby with a red box around it,VCD Diffusion Noise,LLaVA,"The image features a woman and a baby, both of whom are smiling. The woman is holding the baby, and they are both posing for a picture. The woman is wearing a blue shirt, and the baby is holding a ban",Other/Irrelevant Description
487583,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000487583.jpg,a bathroom with a coffee cup on a table next to a toilet,VCD Diffusion Noise,BLIP-2,"A bathroom with a toilet, a sink, a table, and a mirror",Other/Irrelevant Description
487583,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000487583.jpg,a bathroom with a coffee cup on a table next to a toilet,VCD Diffusion Noise,LLaVA,"The image features a white toilet situated in a bathroom. The toilet is placed next to a small table, which has a cup on it. The scene is captured in a blurry, colorful photo, giving it a",Acknowledged Perturbation
386210,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000386210.jpg,a display of fruit and grass,VCD Diffusion Noise,BLIP-2,A plant in a vase,Other/Irrelevant Description
386210,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000386210.jpg,a display of fruit and grass,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's feet, with a focus on the toes. The feet are positioned in front of a building, and there is a potted plant nearby. The scene appears to be a bit bl",Other/Irrelevant Description
334555,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334555.jpg,a cow standing in a street,VCD Diffusion Noise,BLIP-2,A cow is standing in the street,Ignored Perturbation
334555,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000334555.jpg,a cow standing in a street,VCD Diffusion Noise,LLaVA,"The image features a cow standing in a city street. The cow is positioned in the middle of the scene, and it appears to be the main focus of the image. There are two people in the scene, one located on the left side and",Other/Irrelevant Description
448263,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448263.jpg,a baseball player and a child,VCD Diffusion Noise,BLIP-2,The image is a composite of two photographs taken at the same time,Other/Irrelevant Description
448263,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000448263.jpg,a baseball player and a child,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a baseball player. The player is wearing a baseball uniform and is in a batting stance, ready to hit the ball. The image is a mix of colors, making it visually",Other/Irrelevant Description
280325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280325.jpg,a parking meter with graffiti on it,VCD Diffusion Noise,BLIP-2,a black and white photograph of a black and white mask,Other/Irrelevant Description
280325,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000280325.jpg,a parking meter with graffiti on it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated artwork featuring a person's face. The face is prominently displayed in the center of the artwork, with a distinctive nose and mouth. The artwork appears to be a combination of",Other/Irrelevant Description
502168,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000502168.jpg,a ship with red circles around it,VCD Diffusion Noise,BLIP-2,The image shows a ship in the water with a red line on the side of the ship,Other/Irrelevant Description
502168,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000502168.jpg,a ship with red circles around it,VCD Diffusion Noise,LLaVA,"The image features a large body of water, possibly an ocean, with a boat floating on the surface. The boat is located towards the center of the water, and it appears to be a small boat. The scene is captured in a blurry",Acknowledged Perturbation
338532,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338532.jpg,a giraffe standing in a field with a red box around it,VCD Diffusion Noise,BLIP-2,A giraffe in a zoo,Other/Irrelevant Description
338532,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000338532.jpg,a giraffe standing in a field with a red box around it,VCD Diffusion Noise,LLaVA,"The image features a giraffe standing in a field, with its head and neck prominently visible. The giraffe appears to be looking at the camera, capturing a unique moment. The field is surrounded by trees, creating a natural",Other/Irrelevant Description
134112,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134112.jpg,a dog sitting on a bed with a laptop,VCD Diffusion Noise,BLIP-2,A dog is sitting on a laptop,Ignored Perturbation
134112,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000134112.jpg,a dog sitting on a bed with a laptop,VCD Diffusion Noise,LLaVA,"The image features a laptop computer sitting on a desk. The laptop is placed in the center of the scene, with a keyboard in front of it. The desk appears to be a dining table, and there is a chair positioned near",Other/Irrelevant Description
308753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000308753.jpg,a bear in a zoo,VCD Diffusion Noise,BLIP-2,a black bear is sitting on a rock,Other/Irrelevant Description
308753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000308753.jpg,a bear in a zoo,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a rocky landscape. The scene features a large rock, possibly a mountain, with a black animal, possibly a dog, standing on top of it. The animal appears to be looking at the",Other/Irrelevant Description
286503,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286503.jpg,an elephant in a zoo,VCD Diffusion Noise,BLIP-2,A giraffe is standing in a zoo,Other/Irrelevant Description
286503,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000286503.jpg,an elephant in a zoo,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a building with a large umbrella on top. The umbrella is open, providing shade to the building. The building is situated next to a tree, and there is a ben",Other/Irrelevant Description
135872,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000135872.jpg,a computer desk,VCD Diffusion Noise,BLIP-2,A computer desk with a computer monitor and a keyboard,Ignored Perturbation
135872,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000135872.jpg,a computer desk,VCD Diffusion Noise,LLaVA,"The image is a close-up of a wooden desk with a computer monitor on top. The desk is surrounded by various objects, including a keyboard, a mouse, and a cup. There are also two bottles placed on the desk",Other/Irrelevant Description
16598,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016598.jpg,a woman with blue hair and purple hair,VCD Diffusion Noise,BLIP-2,a woman with blue hair and a blue shirt,Ignored Perturbation
16598,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000016598.jpg,a woman with blue hair and purple hair,VCD Diffusion Noise,LLaVA,"The image features a woman with purple hair, wearing a blue shirt. She is holding a cell phone in her hand, possibly taking a selfie or checking her phone. The woman appears to be the main focus of the scene, with",Other/Irrelevant Description
119445,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000119445.jpg,a baseball player swinging a bat,VCD Diffusion Noise,BLIP-2,A baseball player swinging a bat,Ignored Perturbation
119445,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000119445.jpg,a baseball player swinging a bat,VCD Diffusion Noise,LLaVA,"The image captures a baseball game in progress. A batter is swinging a baseball bat, attempting to hit the ball. The scene is filled with excitement as the batter tries to make contact with the ball.

There are several other people in",Other/Irrelevant Description
250282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000250282.jpg,a group of children with red circles around them,VCD Diffusion Noise,BLIP-2,The image shows a group of children in a classroom,Other/Irrelevant Description
250282,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000250282.jpg,a group of children with red circles around them,VCD Diffusion Noise,LLaVA,"The image is a collage of people sitting in rows, possibly in a stadium or an auditorium. The people are arranged in various positions, with some sitting closer to the front and others further back. The arrangement of the people creates a",Other/Irrelevant Description
368212,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000368212.jpg,a baby sitting on a toilet with a toothbrush in his mouth,VCD Diffusion Noise,BLIP-2,A child sitting on a toilet,Other/Irrelevant Description
368212,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000368212.jpg,a baby sitting on a toilet with a toothbrush in his mouth,VCD Diffusion Noise,LLaVA,"The image features a young child sitting on a toilet, possibly a baby or a toddler. The child is holding a toothbrush in their mouth, possibly brushing their teeth. The scene is colorful and vibrant",Other/Irrelevant Description
445658,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000445658.jpg,"a kitchen with a stove, refrigerator, and microwave",VCD Diffusion Noise,BLIP-2,"A kitchen with a refrigerator, stove, and microwave",Ignored Perturbation
445658,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000445658.jpg,"a kitchen with a stove, refrigerator, and microwave",VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a kitchen. The kitchen features a refrigerator on the left side, a microwave above the oven, and a sink on the right side. There is also a dish",Other/Irrelevant Description
56350,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000056350.jpg,a bathroom with a group of people on it,VCD Diffusion Noise,BLIP-2,A group of people in a bathroom,Ignored Perturbation
56350,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000056350.jpg,a bathroom with a group of people on it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a bathroom. The main focus is on a person standing in the bathroom, with a toilet visible in the background. There are several other people in the scene, some of them",Other/Irrelevant Description
341469,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000341469.jpg,a man standing next to a rack of luggage,VCD Diffusion Noise,BLIP-2,a man standing in front of a desk with a laptop and a bag,Other/Irrelevant Description
341469,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000341469.jpg,a man standing next to a rack of luggage,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man standing in front of a stack of red boxes. The man appears to be wearing a white shirt. The scene is set in a room with a dining table in the background",Other/Irrelevant Description
289222,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289222.jpg,a traffic light with a person standing next to it,VCD Diffusion Noise,BLIP-2,A traffic light,Ignored Perturbation
289222,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000289222.jpg,a traffic light with a person standing next to it,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated photo of a street scene. The main focus is on a traffic light, which is located near the center of the photo. The traffic light is surrounded by various elements, such as a car, a person",Other/Irrelevant Description
238866,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238866.jpg,donuts on a tray,VCD Diffusion Noise,BLIP-2,A row of donuts on a rack,Other/Irrelevant Description
238866,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000238866.jpg,donuts on a tray,VCD Diffusion Noise,LLaVA,"The image is a close-up of a doughnut, showcasing its texture and details. The doughnut is placed in the center of the image, surrounded by a pattern of doughnuts. There are a total of",Other/Irrelevant Description
375078,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000375078.jpg,a vase with a bird in it,VCD Diffusion Noise,BLIP-2,a vase with a bird in it,Ignored Perturbation
375078,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000375078.jpg,a vase with a bird in it,VCD Diffusion Noise,LLaVA,"The image is a close-up of a person's leg, with a black and white bird perched on the person's knee. The bird is positioned towards the center of the image, and the person's leg is located",Other/Irrelevant Description
292997,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292997.jpg,a car that is in the snow,VCD Diffusion Noise,BLIP-2,This image is a photograph of a car in the snow,Ignored Perturbation
292997,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000292997.jpg,a car that is in the snow,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a snowy street with multiple cars. There are at least four cars visible in the scene, with one car located towards the left side of the image, another car in the middle, and",Acknowledged Perturbation
472375,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472375.jpg,a dog wearing a helmet,VCD Diffusion Noise,BLIP-2,A dog sitting on a motorcycle,Other/Irrelevant Description
472375,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000472375.jpg,a dog wearing a helmet,VCD Diffusion Noise,LLaVA,"The image features a dog sitting on the ground next to a motorcycle. The dog appears to be looking at the camera, capturing a unique moment. The motorcycle is parked in the background, and there is another motorcycle visible in the",Other/Irrelevant Description
159977,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159977.jpg,a giraffe and zebra in a field,VCD Diffusion Noise,BLIP-2,A giraffe in a field,Ignored Perturbation
159977,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000159977.jpg,a giraffe and zebra in a field,VCD Diffusion Noise,LLaVA,"The image features a large giraffe standing in a grassy field. The giraffe is positioned in the center of the scene, with its long neck and legs prominently visible. The field appears to be a mix of grass and",Other/Irrelevant Description
416885,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416885.jpg,a table with a glass of wine and a plate of food,VCD Diffusion Noise,BLIP-2,a table with a plate of food and a glass of wine,Ignored Perturbation
416885,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000416885.jpg,a table with a glass of wine and a plate of food,VCD Diffusion Noise,LLaVA,"The image is a close-up of a wooden object, possibly a chair or a table, with a colorful, pixelated background. The wooden object is the main focus of the image, and it appears to be a part of a larger structure",Other/Irrelevant Description
309655,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000309655.jpg,a person on skis,VCD Diffusion Noise,BLIP-2,A man is standing on a ski slope,Other/Irrelevant Description
309655,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000309655.jpg,a person on skis,VCD Diffusion Noise,LLaVA,"The image is a blurry, pixelated photo of a person standing on a snow-covered slope. The person is wearing a black jacket and appears to be skiing. The photo is taken from a low angle, capturing",Acknowledged Perturbation
206135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000206135.jpg,cows standing in front of a church,VCD Diffusion Noise,BLIP-2,A group of people are walking in front of a church,Other/Irrelevant Description
206135,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000206135.jpg,cows standing in front of a church,VCD Diffusion Noise,LLaVA,"The image features a large building with a clock tower, which appears to be a church. The building has a prominent clock tower, and the clock is visible on the tower. The church is surrounded by a crowd of people, with some standing closer to",Other/Irrelevant Description
165257,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000165257.jpg,a kitchen with a sink and a box,VCD Diffusion Noise,BLIP-2,A kitchen with a refrigerator and a microwave,Other/Irrelevant Description
165257,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000165257.jpg,a kitchen with a sink and a box,VCD Diffusion Noise,LLaVA,"The image is a blurry, colorful photo of a kitchen. The kitchen features a counter with a red line drawn on it, possibly indicating a boundary or a specific area. The counter is surrounded by cabinets, and there is a sink",Acknowledged Perturbation
193429,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000193429.jpg,a man sitting on a snowboard,VCD Diffusion Noise,BLIP-2,A snowboarder is sitting on a snow covered slope,Other/Irrelevant Description
193429,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000193429.jpg,a man sitting on a snowboard,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of a man riding a snowmobile in the snow. The man is wearing a helmet for safety while enjoying the thrill of the ride. The snowmobile is positioned in the",Other/Irrelevant Description
229753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000229753.jpg,two giraffes,VCD Diffusion Noise,BLIP-2,The giraffes are looking at the camera,Other/Irrelevant Description
229753,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000229753.jpg,two giraffes,VCD Diffusion Noise,LLaVA,"The image features a tree with a large trunk, surrounded by a forest. The tree is located in the center of the scene, and its trunk appears to be the focal point. The tree is surrounded by other trees, creating a l",Other/Irrelevant Description
271116,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000271116.jpg,two men sitting at a table,VCD Diffusion Noise,BLIP-2,this is a photo of two men sitting at a table,Ignored Perturbation
271116,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000271116.jpg,two men sitting at a table,VCD Diffusion Noise,LLaVA,"The image is a colorful, pixelated picture of two men sitting next to each other. They are both wearing ties, which adds a formal touch to the scene. The men are seated on a couch, with a dining",Other/Irrelevant Description
319696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319696.jpg,a red microwave sitting on a counter,VCD Diffusion Noise,BLIP-2,A television set in a room,Other/Irrelevant Description
319696,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000319696.jpg,a red microwave sitting on a counter,VCD Diffusion Noise,LLaVA,"The image is a colorful, blurry photo of a building with a red door. The building appears to be a small store or a house with a red door. The photo is somewhat distorted, giving it a unique and artistic appearance",Acknowledged Perturbation
179653,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000179653.jpg,a clock on a pole in a residential area,VCD Diffusion Noise,BLIP-2,A clock tower in a forest,Other/Irrelevant Description
179653,/content/drive/MyDrive/VLM_Project_Data/DATASET/val2017/000000179653.jpg,a clock on a pole in a residential area,VCD Diffusion Noise,LLaVA,"The image features a large tree with a circle in the middle of it. The circle appears to be a target, possibly for a game or an artistic display. The tree is surrounded by a forest, creating a serene and natural atmosphere. The",Other/Irrelevant Description
